"","OBEC","NAZEVOBCE","NAZEVNUTS","HLASY_07","PL_HL_CELK","zeman_pct"
"421",594385,"Lubnice","Znojmo",26,44,59.0909090909091
"422",595713,"Chlumek","Žďár nad Sázavou",52,88,59.0909090909091
"423",598658,"Horní Meziříčko","Jindřichův Hradec",39,66,59.0909090909091
"424",570192,"Králíky","Hradec Králové",108,183,59.0163934426229
"425",566608,"Podbořanský Rohozec","Louny",46,78,58.974358974359
"426",575828,"Trusnov","Pardubice",69,117,58.974358974359
"427",589501,"Hluchov","Prostějov",102,173,58.9595375722543
"428",597252,"Dětřichov nad Bystřicí","Bruntál",102,173,58.9595375722543
"429",503916,"Kostelec","Tachov",129,219,58.9041095890411
"430",508144,"Melč","Opava",159,270,58.8888888888889
"431",597368,"Horní Město","Bruntál",212,360,58.8888888888889
"432",571253,"Ctětín","Chrudim",93,158,58.8607594936709
"433",562017,"Ralsko","Česká Lípa",366,622,58.8424437299035
"434",573531,"Puchlovice","Hradec Králové",40,68,58.8235294117647
"435",585238,"Haluzice","Zlín",30,51,58.8235294117647
"436",593605,"Studnice","Vyškov",137,233,58.7982832618026
"437",597228,"Břidličná","Bruntál",802,1364,58.7976539589443
"438",504921,"Třibřichy","Chrudim",97,165,58.7878787878788
"439",572586,"Bělá nad Svitavou","Svitavy",154,262,58.7786259541985
"440",534307,"Pertoltice","Kutná Hora",57,97,58.7628865979381
"441",540676,"Srby","Plzeň-jih",57,97,58.7628865979381
"442",594865,"Šafov","Znojmo",37,63,58.7301587301587
"443",530794,"Trnávka","Pardubice",64,109,58.7155963302752
"444",561037,"Vícemil","Jindřichův Hradec",27,46,58.695652173913
"445",594041,"Hluboké Mašůvky","Znojmo",243,414,58.695652173913
"446",590436,"Čáslavice","Třebíč",179,305,58.6885245901639
"447",569747,"Vrchy","Nový Jičín",71,121,58.6776859504132
"448",578967,"Vítějeves","Svitavy",122,208,58.6538461538462
"449",580490,"Krasíkov","Ústí nad Orlicí",78,133,58.6466165413534
"450",540200,"Kozlovice","Plzeň-jih",34,58,58.6206896551724
"451",535532,"Hanušovice","Šumperk",750,1280,58.59375
"452",589772,"Niva","Prostějov",99,169,58.5798816568047
"453",562637,"Frahelž","Jindřichův Hradec",41,70,58.5714285714286
"454",540650,"Písařov","Šumperk",202,345,58.5507246376812
"455",597112,"Záblatí","Žďár nad Sázavou",72,123,58.5365853658537
"456",557218,"Kobylá nad Vidnavkou","Jeseník",93,159,58.4905660377358
"457",546186,"Ryjice","Ústí nad Labem",76,130,58.4615384615385
"458",561657,"Janovice v Podještědí","Liberec",38,65,58.4615384615385
"459",593389,"Nemochovice","Vyškov",83,142,58.4507042253521
"460",572128,"Vrbice","Jičín",45,77,58.4415584415584
"461",552879,"Uhřičice","Přerov",156,267,58.4269662921348
"462",541575,"Žulová","Jeseník",347,594,58.4175084175084
"463",598968,"Dolní Lutyně","Karviná",1503,2573,58.4143023707734
"464",514276,"Pertoltice pod Ralskem","Česká Lípa",101,173,58.3815028901734
"465",510891,"Velké Heraltice","Opava",427,732,58.3333333333333
"466",553115,"Lhotka u Litultovic","Opava",56,96,58.3333333333333
"467",563927,"Zadní Střítež","Tábor",14,24,58.3333333333333
"468",564168,"Krásný Les","Liberec",133,228,58.3333333333333
"469",568783,"Jedlá","Havlíčkův Brod",21,36,58.3333333333333
"470",593958,"Dolenice","Znojmo",49,84,58.3333333333333
"471",597074,"Vír","Žďár nad Sázavou",243,417,58.273381294964
"472",567957,"Habrovany","Ústí nad Labem",60,103,58.252427184466
"473",597325,"Heřmanovice","Bruntál",92,158,58.2278481012658
"474",531367,"Adamov","Kutná Hora",39,67,58.2089552238806
"475",546372,"Buková","Plzeň-jih",78,134,58.2089552238806
"476",546925,"Stebno","Ústí nad Labem",142,244,58.1967213114754
"477",531014,"Vodranty","Kutná Hora",32,55,58.1818181818182
"478",595101,"Vranovská Ves","Znojmo",89,153,58.1699346405229
"479",575887,"Úhřetická Lhota","Pardubice",82,141,58.1560283687943
"480",590321,"Blatnice","Třebíč",107,184,58.1521739130435
"481",567655,"Ledvice","Teplice",125,215,58.1395348837209
"482",595012,"Újezd","Znojmo",25,43,58.1395348837209
"483",582531,"Uhřice","Blansko",93,160,58.125
"484",578789,"Staré Město","Svitavy",262,451,58.0931263858093
"485",595969,"Kuklík","Žďár nad Sázavou",65,112,58.0357142857143
"486",559091,"Krsy","Plzeň-sever",69,119,57.9831932773109
"487",539376,"Vlkovice","Cheb",40,69,57.9710144927536
"488",540307,"Chlumy","Plzeň-jih",40,69,57.9710144927536
"489",587281,"Ježená","Jihlava",40,69,57.9710144927536
"490",593648,"Tučapy","Vyškov",160,276,57.9710144927536
"491",589268,"Bedihošť","Prostějov",291,502,57.9681274900398
"492",553395,"Rejchartice","Šumperk",51,88,57.9545454545455
"493",595721,"Chlumětín","Žďár nad Sázavou",73,126,57.9365079365079
"494",595438,"Černá","Žďár nad Sázavou",95,164,57.9268292682927
"495",545775,"Rožmitál na Šumavě","Český Krumlov",117,202,57.9207920792079
"496",582379,"Strhaře","Brno-venkov",44,76,57.8947368421053
"497",590444,"Čechočovice","Třebíč",99,171,57.8947368421053
"498",594075,"Horní Břečkov","Znojmo",55,95,57.8947368421053
"499",597872,"Světlá Hora","Bruntál",352,608,57.8947368421053
"500",599085,"Petřvald","Karviná",1796,3104,57.860824742268
"501",566128,"Deštnice","Louny",48,83,57.8313253012048
"502",597970,"Vysoká","Bruntál",85,147,57.8231292517007
"503",565211,"Lovečkovice","Litoměřice",159,275,57.8181818181818
"504",530743,"Bílkovice","Benešov",74,128,57.8125
"505",593061,"Hoštice-Heroltice","Vyškov",200,346,57.8034682080925
"506",546984,"Bílov","Nový Jičín",152,263,57.7946768060836
"507",587508,"Měšín","Jihlava",78,135,57.7777777777778
"508",541559,"Kočov","Tachov",41,71,57.7464788732394
"509",551821,"Tvrdkov","Bruntál",79,137,57.6642335766423
"510",598941,"Dětmarovice","Karviná",1218,2113,57.6431613819214
"511",597678,"Moravský Beroun","Olomouc",675,1171,57.6430401366354
"512",564494,"Višňová","Liberec",381,661,57.6399394856278
"513",578975,"Vranová Lhota","Svitavy",121,210,57.6190476190476
"514",541702,"Lom u Tachova","Tachov",106,184,57.6086956521739
"515",535125,"Bílichov","Kladno",57,99,57.5757575757576
"516",596752,"Skorotice","Žďár nad Sázavou",38,66,57.5757575757576
"517",567451,"Bílina","Teplice",2987,5188,57.5751734772552
"518",589489,"Dřevnovice","Prostějov",122,212,57.5471698113208
"519",504246,"Mladeč","Olomouc",187,325,57.5384615384615
"520",589349,"Budětsko","Prostějov",126,219,57.5342465753425
"521",556637,"Měčín","Klatovy",310,539,57.5139146567718
"522",568198,"Staré Těchanovice","Opava",46,80,57.5
"523",594962,"Troskotovice","Brno-venkov",184,320,57.5
"524",596736,"Sklené","Žďár nad Sázavou",46,80,57.5
"525",592099,"Březová","Uherské Hradiště",284,494,57.4898785425101
"526",582832,"Biskoupky","Brno-venkov",50,87,57.4712643678161
"527",586854,"Arnolec","Jihlava",54,94,57.4468085106383
"528",563293,"Pětipsy","Chomutov",58,101,57.4257425742574
"529",594644,"Podmolí","Znojmo",58,101,57.4257425742574
"530",553930,"Mezholezy","Domažlice",35,61,57.3770491803279
"531",554201,"Semněvice","Domažlice",35,61,57.3770491803279
"532",571890,"Nabočany","Chrudim",35,61,57.3770491803279
"533",578266,"Koruna","Svitavy",35,61,57.3770491803279
"534",583308,"Litostrov","Brno-venkov",35,61,57.3770491803279
"535",596931,"Unčín","Žďár nad Sázavou",74,129,57.3643410852713
"536",555088,"Havířov","Karviná",18182,31701,57.3546575817798
"537",517224,"Přestavlky","Přerov",78,136,57.3529411764706
"538",578860,"Študlov","Svitavy",39,68,57.3529411764706
"539",531413,"Hraběšín","Kutná Hora",43,75,57.3333333333333
"540",566501,"Nepomyšl","Louny",86,150,57.3333333333333
"541",567841,"Světec","Teplice",243,424,57.311320754717
"542",569097,"Moravice","Opava",55,96,57.2916666666667
"543",544515,"Horní Stropnice","České Budějovice",401,700,57.2857142857143
"544",595951,"Křoví","Žďár nad Sázavou",189,330,57.2727272727273
"545",566314,"Kryry","Louny",595,1039,57.2666025024062
"546",560685,"Vintířov","Sokolov",221,386,57.2538860103627
"547",557196,"Pavlovice u Kojetína","Prostějov",75,131,57.2519083969466
"548",597635,"Město Albrechtice","Bruntál",940,1642,57.2472594397077
"549",593281,"Lysovice","Vyškov",79,138,57.2463768115942
"550",594431,"Mikulovice","Znojmo",182,318,57.2327044025157
"551",593630,"Topolany","Vyškov",103,180,57.2222222222222
"552",566616,"Podbořany","Louny",1471,2573,57.1706179556937
"553",541923,"Břežany","Klatovy",56,98,57.1428571428571
"554",547956,"Hořice","Pelhřimov",72,126,57.1428571428571
"555",549525,"Králova Lhota","Písek",60,105,57.1428571428571
"556",550604,"Tvrzice","Prachatice",40,70,57.1428571428571
"557",553875,"Louka","Blansko",28,49,57.1428571428571
"558",559741,"Bujesily","Rokycany",24,42,57.1428571428571
"559",561339,"Chýstovice","Pelhřimov",16,28,57.1428571428571
"560",562696,"Hadravova Rosička","Jindřichův Hradec",16,28,57.1428571428571
"561",563412,"Veliká Ves","Chomutov",84,147,57.1428571428571
"562",563722,"Černýšovice","Tábor",32,56,57.1428571428571
"563",582085,"Němčice","Blansko",136,238,57.1428571428571
"564",590371,"Brtnička","Jihlava",40,70,57.1428571428571
"565",594296,"Kubšice","Znojmo",44,77,57.1428571428571
"566",586617,"Suchov","Hodonín",129,226,57.0796460176991
"567",577863,"Brněnec","Svitavy",351,615,57.0731707317073
"568",534340,"Rašovice","Kutná Hora",93,163,57.0552147239264
"569",597937,"Úvalno","Bruntál",267,468,57.0512820512821
"570",569909,"Chvalíkovice","Opava",223,391,57.0332480818414
"571",545708,"Lobendava","Děčín",73,128,57.03125
"572",566934,"Vroutek","Louny",463,812,57.0197044334975
"573",573833,"Žeretice","Jičín",65,114,57.0175438596491
"574",594784,"Slup","Znojmo",122,214,57.0093457943925
"575",597449,"Jindřichov","Bruntál",301,528,57.0075757575758
"576",541966,"Krupá","Rakovník",114,200,57
"577",588407,"Cetechovice","Kroměříž",57,100,57
"578",529770,"Chlum","Benešov",53,93,56.989247311828
"579",536148,"Javorník","Jeseník",681,1195,56.9874476987448
"580",591068,"Litovany","Třebíč",41,72,56.9444444444444
"581",597961,"Vrbno pod Pradědem","Bruntál",1288,2262,56.9407603890362
"582",571237,"Bousov","Chrudim",62,109,56.8807339449541
"583",599107,"Rychvald","Karviná",1937,3408,56.8368544600939
"584",589870,"Pěnčín","Prostějov",208,366,56.8306010928962
"585",588512,"Chropyně","Kroměříž",1283,2258,56.8201948627104
"586",591556,"Radonín","Třebíč",25,44,56.8181818181818
"587",554227,"Vítkovice","Ostrava-město",1129,1988,56.7907444668008
"588",594008,"Džbánice","Znojmo",46,81,56.7901234567901
"589",568422,"Velké Albrechtice","Nový Jičín",314,553,56.7811934900542
"590",548626,"Zvěstovice","Havlíčkův Brod",21,37,56.7567567567568
"591",590487,"Číchov","Třebíč",80,141,56.7375886524823
"592",500194,"Polná na Šumavě","Český Krumlov",38,67,56.7164179104478
"593",540692,"Sedliště","Plzeň-jih",38,67,56.7164179104478
"594",546194,"Bačkov","Havlíčkův Brod",38,67,56.7164179104478
"595",547191,"Jezdkovice","Opava",89,157,56.687898089172
"596",552631,"Horní Tošanovice","Frýdek-Místek",157,277,56.6787003610108
"597",513202,"Zalešany","Kolín",34,60,56.6666666666667
"598",541532,"Milíře","Tachov",51,90,56.6666666666667
"599",541672,"Branov","Rakovník",68,120,56.6666666666667
"600",576611,"Osečnice","Rychnov nad Kněžnou",85,150,56.6666666666667
"601",579467,"Skapce","Tachov",17,30,56.6666666666667
"602",590878,"Komárovice","Třebíč",34,60,56.6666666666667
"603",595306,"Bohuňov","Žďár nad Sázavou",85,150,56.6666666666667
"604",511021,"Vítkov","Opava",1425,2515,56.6600397614314
"605",592234,"Jankovice","Uherské Hradiště",146,258,56.5891472868217
"606",532541,"Tomice","Benešov",43,76,56.578947368421
"607",562874,"Valkeřice","Děčín",99,175,56.5714285714286
"608",560898,"Hošťka","Tachov",82,145,56.551724137931
"609",595535,"Dolní Rožínka","Žďár nad Sázavou",182,322,56.5217391304348
"610",591459,"Přibyslavice","Třebíč",261,462,56.4935064935065
"611",590240,"Želeč","Prostějov",161,285,56.4912280701754
"612",546780,"Býčkovice","Litoměřice",74,131,56.4885496183206
"613",558265,"Ptenín","Plzeň-jih",61,108,56.4814814814815
"614",570869,"Smidary","Hradec Králové",397,703,56.4722617354196
"615",513059,"Čelechovice","Přerov",35,62,56.4516129032258
"616",594725,"Rešice","Znojmo",105,186,56.4516129032258
"617",540234,"Lukavice","Šumperk",232,411,56.4476885644769
"618",563994,"Dolní Řasnice","Liberec",136,241,56.4315352697095
"619",529915,"Vrbice","Prachatice",22,39,56.4102564102564
"620",548448,"Dolní Sokolovec","Havlíčkův Brod",22,39,56.4102564102564
"621",506460,"Budišov nad Budišovkou","Opava",612,1085,56.4055299539171
"622",569798,"Horní Loděnice","Olomouc",75,133,56.390977443609
"623",517275,"Radíkov","Přerov",53,94,56.3829787234042
"624",564931,"Chodovlice","Litoměřice",53,94,56.3829787234042
"625",578495,"Čímice","Klatovy",53,94,56.3829787234042
"626",540595,"Palonín","Šumperk",102,181,56.353591160221
"627",554502,"Dolní Žandov","Cheb",284,504,56.3492063492063
"628",572535,"Vrbatův Kostelec","Chrudim",116,206,56.3106796116505
"629",591661,"Senorady","Brno-venkov",116,206,56.3106796116505
"630",555525,"Pšov","Karlovy Vary",125,222,56.3063063063063
"631",589497,"Dzbel","Prostějov",76,135,56.2962962962963
"632",552780,"Křtomil","Přerov",121,215,56.2790697674419
"633",551104,"Hoslovice","Strakonice",54,96,56.25
"634",577979,"Poustka","Cheb",36,64,56.25
"635",589799,"Obědkovice","Prostějov",54,96,56.25
"636",599212,"Bartošovice","Nový Jičín",424,754,56.2334217506631
"637",595039,"Valtrovice","Znojmo",95,169,56.2130177514793
"638",595519,"Dolní Libochová","Žďár nad Sázavou",50,89,56.1797752808989
"639",594083,"Horní Dubňany","Znojmo",91,162,56.1728395061728
"640",565334,"Hvozd","Rakovník",41,73,56.1643835616438
"641",517151,"Prosenice","Přerov",242,431,56.1484918793503
"642",572519,"Biskupice","Svitavy",137,244,56.1475409836066
"643",588865,"Počenice-Tetětice","Kroměříž",201,358,56.145251396648
"644",532291,"Dřínov","Kladno",87,155,56.1290322580645
"645",595446,"Černvír","Brno-venkov",55,98,56.1224489795918
"646",552810,"Nahošovice","Přerov",46,82,56.0975609756098
"647",566748,"Slatina","Plzeň-sever",23,41,56.0975609756098
"648",579076,"Bílé Poličany","Trutnov",46,82,56.0975609756098
"649",584851,"Přítluky","Břeclav",207,369,56.0975609756098
"650",533971,"Bílé Podolí","Kutná Hora",175,312,56.0897435897436
"651",595179,"Želetice","Znojmo",83,148,56.0810810810811
"652",552682,"Vyšní Lhoty","Frýdek-Místek",286,510,56.078431372549
"653",553522,"Tužice","Klatovy",37,66,56.0606060606061
"654",557544,"Žichovice","Klatovy",185,330,56.0606060606061
"655",586242,"Karlín","Hodonín",74,132,56.0606060606061
"656",560855,"Erpužice","Tachov",102,182,56.043956043956
"657",546160,"Nezabylice","Chomutov",70,125,56
"658",560146,"Sebečice","Rokycany",28,50,56
"659",598852,"Vlksice","Písek",42,75,56
"660",599051,"Bohumín","Karviná",4983,8900,55.9887640449438
"661",566527,"Očihov","Louny",89,159,55.9748427672956
"662",506320,"Brumovice","Opava",422,754,55.9681697612732
"663",589195,"Zdounky","Kroměříž",554,990,55.959595959596
"664",553107,"Bratříkovice","Opava",47,84,55.952380952381
"665",588814,"Nová Dědina","Kroměříž",141,252,55.952380952381
"666",567973,"Homole u Panny","Ústí nad Labem",118,211,55.9241706161137
"667",593524,"Radslavice","Vyškov",118,211,55.9241706161137
"668",541117,"Supíkovice","Jeseník",180,322,55.9006211180124
"669",591319,"Opatov","Třebíč",242,433,55.8891454965358
"670",550779,"Naloučany","Třebíč",57,102,55.8823529411765
"671",590045,"Srbce","Prostějov",19,34,55.8823529411765
"672",557099,"Soběšice","Klatovy",119,213,55.868544600939
"673",507717,"Peč","Jindřichův Hradec",129,231,55.8441558441558
"674",553492,"Závada","Opava",177,317,55.8359621451104
"675",546666,"Lodhéřov","Jindřichův Hradec",182,326,55.8282208588957
"676",560278,"Mutěnice","Strakonice",77,138,55.7971014492754
"677",581852,"Kunice","Blansko",53,95,55.7894736842105
"678",589721,"Mořice","Prostějov",135,242,55.7851239669422
"679",567868,"Zabrušany","Teplice",290,520,55.7692307692308
"680",572675,"Běchary","Jičín",58,104,55.7692307692308
"681",561258,"Svojšín","Tachov",92,165,55.7575757575758
"682",595110,"Vratěnín","Znojmo",92,165,55.7575757575758
"683",541770,"Hředle","Rakovník",155,278,55.7553956834532
"684",564036,"Habartice","Liberec",131,235,55.7446808510638
"685",561002,"Lesná","Tachov",102,183,55.7377049180328
"686",546402,"Hospříz","Jindřichův Hradec",112,201,55.7213930348259
"687",583588,"Oslavany","Brno-venkov",1208,2168,55.719557195572
"688",568902,"Kožlí","Havlíčkův Brod",239,429,55.7109557109557
"689",545856,"Dolní Habartice","Děčín",161,289,55.7093425605536
"690",582573,"Úsobrno","Blansko",127,228,55.7017543859649
"691",575101,"Jankovice","Pardubice",88,158,55.6962025316456
"692",541737,"Hořovičky","Rakovník",93,167,55.688622754491
"693",537349,"Košík","Nymburk",98,176,55.6818181818182
"694",566454,"Měcholupy","Louny",245,440,55.6818181818182
"695",549690,"Bořenovice","Kroměříž",59,106,55.6603773584906
"696",551414,"Miloňovice","Strakonice",69,124,55.6451612903226
"697",589756,"Němčice nad Hanou","Prostějov",504,906,55.6291390728477
"698",594199,"Jaroslavice","Znojmo",287,516,55.6201550387597
"699",514497,"Lhota","Přerov",99,178,55.6179775280899
"700",561304,"Třemešné","Tachov",99,178,55.6179775280899
"701",530433,"Kunratice","Liberec",104,187,55.6149732620321
"702",533980,"Bohdaneč","Kutná Hora",124,223,55.6053811659193
"703",513270,"Lipec","Kolín",60,108,55.5555555555556
"704",560405,"Kladruby","Strakonice",45,81,55.5555555555556
"705",569160,"Nová Ves u Chotěboře","Havlíčkův Brod",180,324,55.5555555555556
"706",573183,"Zelenecká Lhota","Jičín",40,72,55.5555555555556
"707",578011,"Chodov","Karlovy Vary",30,54,55.5555555555556
"708",586005,"Závist","Blansko",50,90,55.5555555555556
"709",560812,"Černošín","Tachov",257,463,55.5075593952484
"710",537942,"Vestec","Nymburk",91,164,55.4878048780488
"711",572527,"Vortová","Chrudim",71,128,55.46875
"712",533726,"Svojšice","Kolín",132,238,55.4621848739496
"713",599131,"Nová Ves","Domažlice",51,92,55.4347826086957
"714",591955,"Zárubice","Třebíč",41,74,55.4054054054054
"715",536156,"Bečice","České Budějovice",36,65,55.3846153846154
"716",549126,"Vojslavice","Pelhřimov",36,65,55.3846153846154
"717",567302,"Mariánské Radčice","Most",108,195,55.3846153846154
"718",568341,"Uhlířov","Opava",109,197,55.3299492385787
"719",542075,"Milostín","Rakovník",78,141,55.3191489361702
"720",594695,"Prokopov","Znojmo",26,47,55.3191489361702
"721",567515,"Duchcov","Teplice",1711,3093,55.3184610410605
"722",555894,"Budětice","Klatovy",99,179,55.3072625698324
"723",591807,"Šebkovice","Třebíč",136,246,55.2845528455285
"724",559563,"Úněšov","Plzeň-sever",157,284,55.2816901408451
"725",590312,"Biskupice-Pulkov","Třebíč",63,114,55.2631578947368
"726",556815,"Nezdice na Šumavě","Klatovy",100,181,55.2486187845304
"727",564711,"Čížkovice","Litoměřice",332,601,55.2412645590682
"728",548804,"Lampertice","Trutnov",95,172,55.2325581395349
"729",582751,"Žďárná","Blansko",227,411,55.2311435523114
"730",549568,"Lety","Písek",74,134,55.2238805970149
"731",568287,"Tašov","Ústí nad Labem",37,67,55.2238805970149
"732",588059,"Račín","Žďár nad Sázavou",37,67,55.2238805970149
"733",580571,"Lichkov","Ústí nad Orlicí",127,230,55.2173913043478
"734",597201,"Bohušov","Bruntál",90,163,55.2147239263804
"735",560995,"Rosička","Jindřichův Hradec",16,29,55.1724137931034
"736",574961,"Hlavečník","Pardubice",80,145,55.1724137931034
